event_id,po_id,worker_id,time_start,intent,item,quantity,unit,lot_code,supplier,in_reply_to,utterance
EVT-S0525,PO-5332,W-19,2026-09-11T14:11:33+00:00,receive,beets,24,cases,B5332-70,High Desert Growers,,"receiving 24 cases of beets, lot B5332-70, from High Desert Growers"
EVT-S0526,PO-5333,W-17,2026-09-08T10:34:57+00:00,receive,cauliflower,20,cases,C5333-25,Red River Produce 4,,"receiving 20 cases of cauliflower, lot C5333-25, from Red River Produce 4"
EVT-S0527,PO-5334,W-17,2026-09-12T11:01:11+00:00,receive,zucchini,16,cases,Z5334-64,Coastal Crisp 6,,"receiving 16 cases of zucchini, lot Z5334-64, from Coastal Crisp 6"
EVT-S0528,PO-5335,W-19,2026-09-07T13:01:27+00:00,receive,carrots,40,cases,C5335-18,Berry Grove Co,,"receiving 40 cases of carrots, lot C5335-18, from Berry Grove Co"
EVT-S0529,PO-5335,W-19,2026-09-07T13:01:27+00:00,receive,romaine,60,cases,R5335-60,Berry Grove Co,,"receiving 60 cases of romaine, lot R5335-60, from Berry Grove Co"
EVT-S0530,PO-5336,W-17,2026-09-09T14:30:17+00:00,receive,celery,60,cases,C5336-63,Sierra Packing,,"receiving 60 cases of celery, lot C5336-63, from Sierra Packing"
EVT-S0531,PO-5337,W-19,2026-09-07T08:28:09+00:00,receive,beets,16,cases,B5337-82,Prairie Lot,,"receiving 16 cases of beets, lot B5337-82, from Prairie Lot"
EVT-S0532,PO-5338,W-18,2026-09-11T13:54:18+00:00,receive,spinach,50,cases,S5338-83,Harbor Greens 4,,"receiving 50 cases of spinach, lot S5338-83, from Harbor Greens 4"
EVT-S0533,PO-5339,W-17,2026-09-09T07:31:11+00:00,receive,peppers,48,cases,P5339-14,GreenLeaf Produce,,"receiving 48 cases of peppers, lot P5339-14, from GreenLeaf Produce"
EVT-S0534,PO-5340,W-17,2026-09-08T14:42:21+00:00,receive,radish,40,cases,R5340-12,Sierra Packing 2,,"receiving 40 cases of radish, lot R5340-12, from Sierra Packing 2"
EVT-S0535,PO-5341,W-18,2026-09-08T13:58:19+00:00,receive,peppers,24,cases,P5341-27,CoolChain Farms,,"receiving 24 cases of peppers, lot P5341-27, from CoolChain Farms"
EVT-S0536,PO-5342,W-18,2026-09-08T13:32:28+00:00,receive,avocado,16,cases,A5342-34,Sunridge Organics 3,,"receiving 16 cases of avocado, lot A5342-34, from Sunridge Organics 3"
EVT-S0537,PO-5343,W-18,2026-09-09T14:59:52+00:00,receive,asparagus,12,cases,A5343-75,Pacific Pack,,"receiving 12 cases of asparagus, lot A5343-75, from Pacific Pack"
EVT-S0538,PO-5344,W-18,2026-09-11T07:45:19+00:00,receive,mushrooms,12,cases,M5344-32,Prairie Lot 2,,"receiving 12 cases of mushrooms, lot M5344-32, from Prairie Lot 2"
EVT-S0539,PO-5344,W-18,2026-09-11T07:45:19+00:00,receive,strawberries,24,cases,S5344-17,Prairie Lot 2,,"receiving 24 cases of strawberries, lot S5344-17, from Prairie Lot 2"
EVT-S0540,PO-5345,W-19,2026-09-08T11:05:03+00:00,receive,kale,50,cases,K5345-74,Blue Mesa Farms 5,,"receiving 50 cases of kale, lot K5345-74, from Blue Mesa Farms 5"
EVT-S0541,PO-5346,W-17,2026-09-08T15:04:07+00:00,receive,carrots,20,cases,C5346-70,Red River Produce 2,,"receiving 20 cases of carrots, lot C5346-70, from Red River Produce 2"
EVT-S0542,PO-5347,W-18,2026-09-09T10:11:22+00:00,receive,peppers,30,cases,P5347-13,Berry Grove Co,,"receiving 30 cases of peppers, lot P5347-13, from Berry Grove Co"
EVT-S0543,PO-5348,W-17,2026-09-08T08:35:54+00:00,receive,cucumbers,24,cases,C5348-44,Prairie Lot,,"receiving 24 cases of cucumbers, lot C5348-44, from Prairie Lot"
EVT-S0544,PO-5350,W-19,2026-09-09T15:14:19+00:00,receive,avocado,48,cases,A5350-54,Prairie Lot 2,,"receiving 48 cases of avocado, lot A5350-54, from Prairie Lot 2"
EVT-S0545,PO-5351,W-19,2026-09-09T09:03:29+00:00,receive,avocado,16,cases,A5351-10,CoolChain Farms,,"receiving 16 cases of avocado, lot A5351-10, from CoolChain Farms"
EVT-S0546,PO-5352,W-19,2026-09-09T12:51:53+00:00,receive,carrots,30,cases,C5352-97,High Desert Growers 4,,"receiving 30 cases of carrots, lot C5352-97, from High Desert Growers 4"
EVT-S0547,PO-5353,W-19,2026-09-07T07:44:21+00:00,receive,spinach,30,cases,S5353-34,High Desert Growers 7,,"receiving 30 cases of spinach, lot S5353-34, from High Desert Growers 7"
EVT-S0548,PO-5354,W-19,2026-09-07T13:43:15+00:00,receive,kale,20,cases,K5354-13,High Desert Growers 5,,"receiving 20 cases of kale, lot K5354-13, from High Desert Growers 5"
EVT-S0549,PO-5355,W-18,2026-09-10T15:42:18+00:00,receive,potatoes,24,cases,P5355-53,GreenLeaf Produce,,"receiving 24 cases of potatoes, lot P5355-53, from GreenLeaf Produce"
EVT-S0550,PO-5356,W-18,2026-09-10T09:05:43+00:00,receive,peppers,60,cases,P5356-48,Sierra Packing,,"receiving 60 cases of peppers, lot P5356-48, from Sierra Packing"
EVT-S0551,PO-5358,W-19,2026-09-10T08:45:43+00:00,receive,kale,30,cases,K5358-63,High Desert Growers 5,,"receiving 30 cases of kale, lot K5358-63, from High Desert Growers 5"
EVT-S0552,PO-5358,W-19,2026-09-10T08:45:43+00:00,receive,cabbage,40,cases,C5358-57,High Desert Growers 5,,"receiving 40 cases of cabbage, lot C5358-57, from High Desert Growers 5"
EVT-S0553,PO-5359,W-18,2026-09-08T09:42:29+00:00,receive,celery,16,cases,C5359-70,North Fork Cold 4,,"receiving 16 cases of celery, lot C5359-70, from North Fork Cold 4"
EVT-S0554,PO-5359,W-18,2026-09-08T09:42:29+00:00,receive,green beans,60,cases,G5359-25,North Fork Cold 4,,"receiving 60 cases of green beans, lot G5359-25, from North Fork Cold 4"
EVT-S0555,PO-5360,W-17,2026-09-11T10:27:33+00:00,receive,romaine,24,cases,R5360-53,CoolChain Farms,,"receiving 24 cases of romaine, lot R5360-53, from CoolChain Farms"
EVT-S0556,PO-5361,W-18,2026-09-08T12:03:57+00:00,receive,asparagus,16,cases,A5361-72,Sunridge Organics 5,,"receiving 16 cases of asparagus, lot A5361-72, from Sunridge Organics 5"
EVT-S0557,PO-5361,W-18,2026-09-08T12:03:57+00:00,receive,kale,14,cases,K5361-91,Sunridge Organics 5,,"receiving 14 cases of kale, lot K5361-91, from Sunridge Organics 5"
EVT-S0558,PO-5362,W-17,2026-09-07T11:03:17+00:00,receive,strawberries,16,cases,S5362-26,Berry Grove Co,,"receiving 16 cases of strawberries, lot S5362-26, from Berry Grove Co"
EVT-S0559,PO-5363,W-18,2026-09-10T12:36:27+00:00,receive,romaine,24,cases,R5363-57,Pacific Pack,,"receiving 24 cases of romaine, lot R5363-57, from Pacific Pack"
EVT-S0560,PO-5364,W-19,2026-09-12T14:48:20+00:00,receive,peppers,28,cases,P5364-98,High Desert Growers 3,,"receiving 28 cases of peppers, lot P5364-98, from High Desert Growers 3"
EVT-S0561,PO-5364,W-19,2026-09-12T14:51:20+00:00,confirm_discrepancy,peppers,28,cases,P5364-98,High Desert Growers 3,CLQ-RCV-5364-PEP,"yeah that's right, 28 on the pallet, PO only called for 24"
EVT-S0562,PO-5365,W-19,2026-09-11T09:51:08+00:00,receive,strawberries,12,cases,S5365-48,Fresh Farms,,"receiving 12 cases of strawberries, lot S5365-48, from Fresh Farms"
EVT-S0563,PO-5366,W-19,2026-09-12T11:05:46+00:00,receive,green beans,20,cases,G5366-53,Sierra Packing,,"receiving 20 cases of green beans, lot G5366-53, from Sierra Packing"
EVT-S0564,PO-5367,W-17,2026-09-12T11:22:22+00:00,receive,radish,48,cases,R5367-12,Pacific Pack 3,,"receiving 48 cases of radish, lot R5367-12, from Pacific Pack 3"
EVT-S0565,PO-5368,W-17,2026-09-08T13:24:08+00:00,receive,strawberries,48,cases,S5368-93,Berry Grove Co,,"receiving 48 cases of strawberries, lot S5368-93, from Berry Grove Co"
EVT-S0566,PO-5368,W-17,2026-09-08T13:27:08+00:00,confirm_discrepancy,strawberries,48,cases,S5368-93,Berry Grove Co,CLQ-RCV-5368-STR,"yeah that's right, 48 on the pallet, PO only called for 40"
EVT-S0567,PO-5369,W-19,2026-09-11T10:24:56+00:00,receive,carrots,12,cases,C5369-94,High Desert Growers 2,,"receiving 12 cases of carrots, lot C5369-94, from High Desert Growers 2"
EVT-S0568,PO-5370,W-17,2026-09-07T14:20:01+00:00,receive,avocado,52,cases,A5370-70,Fresh Farms,,"receiving 52 cases of avocado, lot A5370-70, from Fresh Farms"
EVT-S0569,PO-5371,W-17,2026-09-10T08:57:44+00:00,receive,cucumbers,60,cases,C5371-44,Sierra Packing 2,,"receiving 60 cases of cucumbers, lot C5371-44, from Sierra Packing 2"
EVT-S0570,PO-5372,W-17,2026-09-10T13:10:08+00:00,receive,celery,30,cases,C5372-24,High Desert Growers,,"receiving 30 cases of celery, lot C5372-24, from High Desert Growers"
EVT-S0571,PO-5373,W-18,2026-09-11T11:26:12+00:00,receive,limes,40,cases,L5373-62,CoolChain Farms 2,,"receiving 40 cases of limes, lot L5373-62, from CoolChain Farms 2"
EVT-S0572,PO-5374,W-17,2026-09-08T07:32:35+00:00,receive,iceberg,24,cases,I5374-10,North Fork Cold,,"receiving 24 cases of iceberg, lot I5374-10, from North Fork Cold"
EVT-S0573,PO-5375,W-19,2026-09-07T07:57:58+00:00,receive,romaine,16,cases,R5375-75,Fresh Farms,,"receiving 16 cases of romaine, lot R5375-75, from Fresh Farms"
EVT-S0574,PO-5376,W-19,2026-09-07T13:22:06+00:00,receive,oranges,30,cases,O5376-43,Sunridge Organics 5,,"receiving 30 cases of oranges, lot O5376-43, from Sunridge Organics 5"
EVT-S0575,PO-5377,W-17,2026-09-09T08:03:52+00:00,receive,kale,40,cases,K5377-64,Berry Grove Co,,"receiving 40 cases of kale, lot K5377-64, from Berry Grove Co"
EVT-S0576,PO-5378,W-17,2026-09-10T08:00:54+00:00,receive,romaine,12,cases,R5378-55,High Desert Growers 3,,"receiving 12 cases of romaine, lot R5378-55, from High Desert Growers 3"
EVT-S0577,PO-5378,W-17,2026-09-10T08:00:54+00:00,receive,cauliflower,26,cases,C5378-57,High Desert Growers 3,,"receiving 26 cases of cauliflower, lot C5378-57, from High Desert Growers 3"
EVT-S0578,PO-5379,W-18,2026-09-11T08:45:07+00:00,receive,avocado,40,cases,A5379-93,Pacific Pack,,"receiving 40 cases of avocado, lot A5379-93, from Pacific Pack"
EVT-S0579,PO-5380,W-19,2026-09-11T08:37:07+00:00,receive,herbs,20,cases,H5380-23,Fresh Farms,,"receiving 20 cases of herbs, lot H5380-23, from Fresh Farms"
EVT-S0580,PO-5380,W-19,2026-09-11T08:37:07+00:00,receive,avocado,50,cases,A5380-82,Fresh Farms,,"receiving 50 cases of avocado, lot A5380-82, from Fresh Farms"
EVT-S0581,PO-5381,W-18,2026-09-10T08:44:39+00:00,receive,asparagus,20,cases,A5381-71,Pacific Pack,,"receiving 20 cases of asparagus, lot A5381-71, from Pacific Pack"
EVT-S0582,PO-5382,W-17,2026-09-12T08:09:56+00:00,receive,cucumbers,12,cases,C5382-96,High Desert Growers,,"receiving 12 cases of cucumbers, lot C5382-96, from High Desert Growers"
EVT-S0583,PO-5382,W-17,2026-09-12T08:09:56+00:00,receive,blueberries,24,cases,B5382-95,High Desert Growers,,"receiving 24 cases of blueberries, lot B5382-95, from High Desert Growers"
EVT-S0584,PO-5383,W-19,2026-09-11T11:37:33+00:00,receive,cucumbers,24,cases,C5383-71,Sierra Packing 2,,"receiving 24 cases of cucumbers, lot C5383-71, from Sierra Packing 2"
EVT-S0585,PO-5383,W-19,2026-09-11T11:37:33+00:00,receive,kale,48,cases,K5383-29,Sierra Packing 2,,"receiving 48 cases of kale, lot K5383-29, from Sierra Packing 2"
EVT-S0586,PO-5384,W-17,2026-09-11T11:57:57+00:00,receive,beets,60,cases,B5384-70,High Desert Growers 7,,"receiving 60 cases of beets, lot B5384-70, from High Desert Growers 7"
EVT-S0587,PO-5384,W-17,2026-09-11T11:57:57+00:00,receive,mushrooms,20,cases,M5384-19,High Desert Growers 7,,"receiving 20 cases of mushrooms, lot M5384-19, from High Desert Growers 7"
EVT-S0588,PO-5385,W-18,2026-09-10T09:56:15+00:00,receive,strawberries,48,cases,S5385-40,CoolChain Farms,,"receiving 48 cases of strawberries, lot S5385-40, from CoolChain Farms"
EVT-S0589,PO-5385,W-18,2026-09-10T09:56:15+00:00,receive,romaine,50,cases,R5385-83,CoolChain Farms,,"receiving 50 cases of romaine, lot R5385-83, from CoolChain Farms"
EVT-S0590,PO-5386,W-17,2026-09-09T14:30:31+00:00,receive,corn,16,cases,C5386-61,Coastal Crisp,,"receiving 16 cases of corn, lot C5386-61, from Coastal Crisp"
EVT-S0591,PO-5386,W-17,2026-09-09T14:33:31+00:00,confirm_discrepancy,corn,16,cases,C5386-61,Coastal Crisp,CLQ-RCV-5386-COR,"yeah that's right, 16 on the pallet, PO only called for 12"
EVT-S0592,PO-5387,W-17,2026-09-08T11:57:35+00:00,receive,lemons,30,cases,L5387-75,Fresh Farms,,"receiving 30 cases of lemons, lot L5387-75, from Fresh Farms"
EVT-S0593,PO-5388,W-18,2026-09-09T12:47:42+00:00,receive,romaine,30,cases,R5388-52,Coastal Crisp,,"receiving 30 cases of romaine, lot R5388-52, from Coastal Crisp"
EVT-S0594,PO-5388,W-18,2026-09-09T12:50:42+00:00,confirm_discrepancy,romaine,30,cases,R5388-52,Coastal Crisp,CLQ-RCV-5388-ROM,"yeah that's right, 30 on the pallet, PO only called for 24"
EVT-S0595,PO-5389,W-19,2026-09-09T12:29:38+00:00,receive,tomatoes,16,cases,,Sunridge Organics,,"receiving 16 cases of tomatoes from Sunridge Organics, slip has no lot code"
EVT-S0596,PO-5390,W-19,2026-09-10T09:05:00+00:00,receive,spinach,60,cases,S5390-57,CoolChain Farms,,"receiving 60 cases of spinach, lot S5390-57, from CoolChain Farms"
EVT-S0597,PO-5392,W-18,2026-09-08T08:52:12+00:00,receive,squash,24,cases,S5392-53,Fresh Farms,,"receiving 24 cases of squash, lot S5392-53, from Fresh Farms"
EVT-S0598,PO-5393,W-19,2026-09-07T10:44:02+00:00,receive,lettuce,50,cases,L5393-68,Prairie Lot 5,,"receiving 50 cases of lettuce, lot L5393-68, from Prairie Lot 5"
EVT-S0599,PO-5394,W-18,2026-09-10T15:21:32+00:00,receive,potatoes,60,cases,P5394-65,Fresh Farms,,"receiving 60 cases of potatoes, lot P5394-65, from Fresh Farms"
EVT-S0600,PO-5394,W-18,2026-09-10T15:21:32+00:00,receive,squash,50,cases,S5394-75,Fresh Farms,,"receiving 50 cases of squash, lot S5394-75, from Fresh Farms"
EVT-S0601,PO-5395,W-17,2026-09-11T14:58:11+00:00,receive,romaine,48,cases,R5395-94,Sierra Packing 2,,"receiving 48 cases of romaine, lot R5395-94, from Sierra Packing 2"
EVT-S0602,PO-5396,W-18,2026-09-09T14:43:20+00:00,receive,carrots,24,cases,C5396-45,Red River Produce,,"receiving 24 cases of carrots, lot C5396-45, from Red River Produce"
EVT-S0603,PO-5397,W-17,2026-09-08T10:07:18+00:00,receive,carrots,60,cases,C5397-48,Coastal Crisp,,"receiving 60 cases of carrots, lot C5397-48, from Coastal Crisp"
EVT-S0604,PO-5397,W-17,2026-09-08T10:07:18+00:00,receive,mushrooms,60,cases,M5397-50,Coastal Crisp,,"receiving 60 cases of mushrooms, lot M5397-50, from Coastal Crisp"
EVT-S0605,PO-5398,W-17,2026-09-10T15:10:35+00:00,receive,onions,40,cases,O5398-96,Pacific Pack 2,,"receiving 40 cases of onions, lot O5398-96, from Pacific Pack 2"
EVT-S0606,PO-5399,W-17,2026-09-07T13:15:41+00:00,receive,onions,40,cases,O5399-24,Berry Grove Co 7,,"receiving 40 cases of onions, lot O5399-24, from Berry Grove Co 7"
EVT-S0607,PO-5400,W-19,2026-09-10T11:59:30+00:00,receive,peppers,60,cases,P5400-46,Berry Grove Co 2,,"receiving 60 cases of peppers, lot P5400-46, from Berry Grove Co 2"
EVT-S0608,PO-5401,W-17,2026-09-11T10:48:51+00:00,receive,romaine,12,cases,R5401-35,Fresh Farms,,"receiving 12 cases of romaine, lot R5401-35, from Fresh Farms"
EVT-S0609,PO-5401,W-17,2026-09-11T10:48:51+00:00,receive,spinach,20,cases,S5401-46,Fresh Farms,,"receiving 20 cases of spinach, lot S5401-46, from Fresh Farms"
EVT-S0610,PO-5402,W-18,2026-09-10T08:26:53+00:00,receive,blueberries,40,cases,B5402-67,Fresh Farms,,"receiving 40 cases of blueberries, lot B5402-67, from Fresh Farms"
EVT-S0611,PO-5403,W-17,2026-09-07T14:36:43+00:00,receive,broccoli,24,cases,B5403-75,CoolChain Farms 3,,"receiving 24 cases of broccoli, lot B5403-75, from CoolChain Farms 3"
EVT-S0612,PO-5404,W-19,2026-09-11T14:00:44+00:00,receive,avocado,48,cases,A5404-97,GreenLeaf Produce,,"receiving 48 cases of avocado, lot A5404-97, from GreenLeaf Produce"
EVT-S0613,PO-5404,W-19,2026-09-11T14:00:44+00:00,receive,spinach,60,cases,S5404-11,GreenLeaf Produce,,"receiving 60 cases of spinach, lot S5404-11, from GreenLeaf Produce"
EVT-S0614,PO-5405,W-18,2026-09-10T08:55:39+00:00,receive,radish,40,cases,R5405-85,Harbor Greens 4,,"receiving 40 cases of radish, lot R5405-85, from Harbor Greens 4"
EVT-S0615,PO-5406,W-17,2026-09-09T12:20:12+00:00,receive,strawberries,16,cases,S5406-33,North Fork Cold 3,,"receiving 16 cases of strawberries, lot S5406-33, from North Fork Cold 3"
EVT-S0616,PO-5407,W-17,2026-09-12T13:28:32+00:00,receive,broccoli,20,cases,B5407-30,Fresh Farms,,"receiving 20 cases of broccoli, lot B5407-30, from Fresh Farms"
EVT-S0617,PO-5408,W-19,2026-09-09T09:22:00+00:00,receive,romaine,40,cases,R5408-86,CoolChain Farms,,"receiving 40 cases of romaine, lot R5408-86, from CoolChain Farms"
EVT-S0618,PO-5409,W-19,2026-09-07T15:09:40+00:00,receive,cabbage,54,cases,C5409-19,CoolChain Farms 2,,"receiving 54 cases of cabbage, lot C5409-19, from CoolChain Farms 2"
EVT-S0619,PO-5410,W-17,2026-09-11T09:54:33+00:00,receive,cabbage,10,cases,C5410-79,Berry Grove Co,,"receiving 10 cases of cabbage, lot C5410-79, from Berry Grove Co"
EVT-S0620,PO-5410,W-17,2026-09-11T09:57:33+00:00,confirm_discrepancy,cabbage,10,cases,C5410-79,Berry Grove Co,CLQ-RCV-5410-CAB,"yeah that's right, only 10 on the pallet, not 20"
EVT-S0621,PO-5411,W-17,2026-09-09T07:59:22+00:00,receive,kale,30,cases,K5411-37,Berry Grove Co,,"receiving 30 cases of kale, lot K5411-37, from Berry Grove Co"
EVT-S0622,PO-5412,W-19,2026-09-12T12:28:33+00:00,receive,limes,12,cases,L5412-24,Sunridge Organics,,"receiving 12 cases of limes, lot L5412-24, from Sunridge Organics"
EVT-S0623,PO-5413,W-19,2026-09-10T11:00:15+00:00,receive,strawberries,12,cases,S5413-97,Sunridge Organics 5,,"receiving 12 cases of strawberries, lot S5413-97, from Sunridge Organics 5"
EVT-S0624,PO-5414,W-17,2026-09-11T10:27:58+00:00,receive,blueberries,30,cases,B5414-13,Blue Mesa Farms 3,,"receiving 30 cases of blueberries, lot B5414-13, from Blue Mesa Farms 3"
EVT-S0625,PO-5415,W-19,2026-09-12T14:12:49+00:00,receive,romaine,24,cases,R5415-51,Valley Mist,,"receiving 24 cases of romaine, lot R5415-51, from Valley Mist"
EVT-S0626,PO-5416,W-19,2026-09-09T15:17:06+00:00,receive,celery,24,cases,C5416-95,Berry Grove Co,,"receiving 24 cases of celery, lot C5416-95, from Berry Grove Co"
EVT-S0627,PO-5417,W-17,2026-09-10T09:01:55+00:00,receive,squash,48,cases,S5417-92,Sierra Packing 2,,"receiving 48 cases of squash, lot S5417-92, from Sierra Packing 2"
EVT-S0628,PO-5418,W-17,2026-09-11T07:48:47+00:00,receive,kale,12,cases,K5418-16,Sierra Packing 2,,"receiving 12 cases of kale, lot K5418-16, from Sierra Packing 2"
EVT-S0629,PO-5419,W-17,2026-09-07T09:20:35+00:00,receive,avocado,50,cases,A5419-90,Fresh Farms,,"receiving 50 cases of avocado, lot A5419-90, from Fresh Farms"
EVT-S0630,PO-5420,W-17,2026-09-08T09:53:01+00:00,receive,cucumbers,12,cases,C5420-99,Pacific Pack,,"receiving 12 cases of cucumbers, lot C5420-99, from Pacific Pack"
EVT-S0631,PO-5420,W-17,2026-09-08T09:56:01+00:00,confirm_discrepancy,cucumbers,12,cases,C5420-99,Pacific Pack,CLQ-RCV-5420-CUC,"yeah that's right, only 12 on the pallet, not 16"
EVT-S0632,PO-5421,W-18,2026-09-11T10:15:59+00:00,receive,spinach,16,cases,S5421-46,Red River Produce,,"receiving 16 cases of spinach, lot S5421-46, from Red River Produce"
EVT-S0633,PO-5422,W-19,2026-09-10T10:56:24+00:00,receive,strawberries,24,cases,,Pacific Pack,,"receiving 24 cases of strawberries from Pacific Pack, slip has no lot code"
EVT-S0634,PO-5422,W-19,2026-09-10T10:56:24+00:00,receive,romaine,48,cases,,Pacific Pack,,"receiving 48 cases of romaine from Pacific Pack, slip has no lot code"
EVT-S0635,PO-5423,W-19,2026-09-11T14:26:34+00:00,receive,peppers,40,cases,P5423-11,GreenLeaf Produce,,"receiving 40 cases of peppers, lot P5423-11, from GreenLeaf Produce"
EVT-S0636,PO-5423,W-19,2026-09-11T14:26:34+00:00,receive,broccoli,60,cases,B5423-28,GreenLeaf Produce,,"receiving 60 cases of broccoli, lot B5423-28, from GreenLeaf Produce"
EVT-S0637,PO-5424,W-19,2026-09-07T07:14:36+00:00,receive,romaine,24,cases,R5424-54,GreenLeaf Produce 2,,"receiving 24 cases of romaine, lot R5424-54, from GreenLeaf Produce 2"
EVT-S0638,PO-5425,W-17,2026-09-07T14:55:41+00:00,receive,strawberries,24,cases,S5425-24,North Fork Cold 4,,"receiving 24 cases of strawberries, lot S5425-24, from North Fork Cold 4"
EVT-S0639,PO-5426,W-19,2026-09-07T14:01:36+00:00,receive,broccoli,30,cases,B5426-95,North Fork Cold 4,,"receiving 30 cases of broccoli, lot B5426-95, from North Fork Cold 4"
EVT-S0640,PO-5427,W-18,2026-09-07T08:02:12+00:00,receive,kale,24,cases,K5427-22,Berry Grove Co 3,,"receiving 24 cases of kale, lot K5427-22, from Berry Grove Co 3"
EVT-S0641,PO-5428,W-18,2026-09-08T07:47:57+00:00,receive,celery,30,cases,C5428-98,Berry Grove Co,,"receiving 30 cases of celery, lot C5428-98, from Berry Grove Co"
EVT-S0642,PO-5429,W-18,2026-09-09T12:01:36+00:00,receive,strawberries,40,cases,S5429-41,Valley Mist,,"receiving 40 cases of strawberries, lot S5429-41, from Valley Mist"
EVT-S0643,PO-5430,W-18,2026-09-11T13:16:47+00:00,receive,romaine,40,cases,R5430-71,High Desert Growers 2,,"receiving 40 cases of romaine, lot R5430-71, from High Desert Growers 2"
EVT-S0644,PO-5431,W-19,2026-09-09T10:15:49+00:00,receive,cucumbers,16,cases,C5431-45,CoolChain Farms,,"receiving 16 cases of cucumbers, lot C5431-45, from CoolChain Farms"
EVT-S0645,PO-5431,W-19,2026-09-09T10:15:49+00:00,receive,asparagus,20,cases,A5431-78,CoolChain Farms,,"receiving 20 cases of asparagus, lot A5431-78, from CoolChain Farms"
EVT-S0646,PO-5432,W-19,2026-09-07T13:27:56+00:00,receive,romaine,60,cases,R5432-90,Valley Mist 2,,"receiving 60 cases of romaine, lot R5432-90, from Valley Mist 2"
EVT-S0647,PO-5432,W-19,2026-09-07T13:27:56+00:00,receive,carrots,48,cases,C5432-85,Valley Mist 2,,"receiving 48 cases of carrots, lot C5432-85, from Valley Mist 2"
EVT-S0648,PO-5433,W-19,2026-09-07T07:30:35+00:00,receive,lettuce,40,cases,L5433-60,GreenLeaf Produce,,"receiving 40 cases of lettuce, lot L5433-60, from GreenLeaf Produce"
EVT-S0649,PO-5434,W-18,2026-09-08T13:47:37+00:00,receive,iceberg,6,cases,I5434-56,GreenLeaf Produce 3,,"receiving 6 cases of iceberg, lot I5434-56, from GreenLeaf Produce 3"
EVT-S0650,PO-5434,W-18,2026-09-08T13:47:37+00:00,receive,cucumbers,14,cases,C5434-67,GreenLeaf Produce 3,,"receiving 14 cases of cucumbers, lot C5434-67, from GreenLeaf Produce 3"
EVT-S0651,PO-5435,W-17,2026-09-07T12:01:36+00:00,receive,iceberg,40,cases,I5435-15,Sunridge Organics 2,,"receiving 40 cases of iceberg, lot I5435-15, from Sunridge Organics 2"
EVT-S0652,PO-5436,W-18,2026-09-08T11:21:14+00:00,receive,peppers,52,cases,P5436-59,Fresh Farms,,"receiving 52 cases of peppers, lot P5436-59, from Fresh Farms"
EVT-S0653,PO-5436,W-18,2026-09-08T11:24:14+00:00,confirm_discrepancy,peppers,52,cases,P5436-59,Fresh Farms,CLQ-RCV-5436-PEP,"yeah that's right, only 52 on the pallet, not 60"
EVT-S0654,PO-5437,W-19,2026-09-09T11:04:56+00:00,receive,onions,60,cases,O5437-91,Fresh Farms,,"receiving 60 cases of onions, lot O5437-91, from Fresh Farms"
EVT-S0655,PO-5438,W-19,2026-09-11T14:19:47+00:00,receive,kale,48,cases,K5438-56,GreenLeaf Produce,,"receiving 48 cases of kale, lot K5438-56, from GreenLeaf Produce"
EVT-S0656,PO-5439,W-18,2026-09-09T14:51:53+00:00,receive,cauliflower,60,cases,C5439-61,Fresh Farms,,"receiving 60 cases of cauliflower, lot C5439-61, from Fresh Farms"
EVT-S0657,PO-5440,W-18,2026-09-08T14:36:22+00:00,receive,romaine,20,cases,R5440-66,North Fork Cold,,"receiving 20 cases of romaine, lot R5440-66, from North Fork Cold"
EVT-S0658,PO-5441,W-17,2026-09-07T07:51:32+00:00,receive,strawberries,16,cases,S5441-94,High Desert Growers 2,,"receiving 16 cases of strawberries, lot S5441-94, from High Desert Growers 2"
EVT-S0659,PO-5442,W-18,2026-09-08T14:07:21+00:00,receive,iceberg,20,cases,I5442-92,Fresh Farms 3,,"receiving 20 cases of iceberg, lot I5442-92, from Fresh Farms 3"
EVT-S0660,PO-5443,W-19,2026-09-11T07:23:15+00:00,receive,romaine,60,cases,R5443-15,Fresh Farms,,"receiving 60 cases of romaine, lot R5443-15, from Fresh Farms"
EVT-S0661,PO-5444,W-17,2026-09-11T08:27:03+00:00,receive,avocado,12,cases,A5444-94,Berry Grove Co,,"receiving 12 cases of avocado, lot A5444-94, from Berry Grove Co"
EVT-S0662,PO-5445,W-19,2026-09-11T15:16:05+00:00,receive,asparagus,20,cases,A5445-38,Berry Grove Co,,"receiving 20 cases of asparagus, lot A5445-38, from Berry Grove Co"
EVT-S0663,PO-5446,W-17,2026-09-11T12:19:09+00:00,receive,blueberries,20,cases,B5446-97,Blue Mesa Farms 3,,"receiving 20 cases of blueberries, lot B5446-97, from Blue Mesa Farms 3"
EVT-S0664,PO-5447,W-17,2026-09-08T11:04:38+00:00,receive,romaine,12,cases,R5447-35,Berry Grove Co 2,,"receiving 12 cases of romaine, lot R5447-35, from Berry Grove Co 2"
EVT-S0665,PO-5448,W-17,2026-09-09T14:57:32+00:00,receive,strawberries,12,cases,S5448-78,Sierra Packing 2,,"receiving 12 cases of strawberries, lot S5448-78, from Sierra Packing 2"
EVT-S0666,PO-5449,W-17,2026-09-09T08:12:05+00:00,receive,blueberries,12,cases,B5449-96,North Fork Cold,,"receiving 12 cases of blueberries, lot B5449-96, from North Fork Cold"
