doc_id,po_id,supplier,sku,item,quantity,unit,lot_code,received_at
PACK-5543,PO-5543,Sunridge Organics 2,ASP-BCH-11,asparagus,48,cases,A5543-39,2026-09-08T14:24:58+00:00
PACK-5543,PO-5543,Sunridge Organics 2,LIM-CTN-40,limes,60,cases,L5543-22,2026-09-08T14:24:58+00:00
PACK-5544,PO-5544,GreenLeaf Produce 2,ICE-HD-24,iceberg,50,cases,I5544-81,2026-09-11T11:16:55+00:00
PACK-5545,PO-5545,GreenLeaf Produce,ICE-HD-24,iceberg,20,cases,I5545-12,2026-09-12T07:19:02+00:00
PACK-5546,PO-5546,Valley Mist 2,LIM-CTN-40,limes,30,cases,L5546-17,2026-09-08T10:08:22+00:00
PACK-5547,PO-5547,Valley Mist 5,HRB-MIX-12,herbs,20,cases,H5547-53,2026-09-10T14:37:24+00:00
PACK-5548,PO-5548,Fresh Farms,PEP-BLST-20,peppers,24,cases,P5548-63,2026-09-11T12:44:08+00:00
PACK-5549,PO-5549,Prairie Lot 6,BLU-FLAT-12,blueberries,24,cases,B5549-93,2026-09-08T08:26:27+00:00
PACK-5550,PO-5550,Harbor Greens 3,ONI-SK-50,onions,60,cases,O5550-27,2026-09-07T11:45:43+00:00
PACK-5551,PO-5551,Fresh Farms,SPI-BCH-24,spinach,60,cases,S5551-78,2026-09-09T14:53:49+00:00
PACK-5552,PO-5552,CoolChain Farms,LET-BIB-12,lettuce,48,cases,L5552-62,2026-09-12T08:08:11+00:00
PACK-5553,PO-5553,GreenLeaf Produce 4,SPI-BCH-24,spinach,24,cases,S5553-23,2026-09-08T13:29:59+00:00
PACK-5554,PO-5554,Pacific Pack 7,BRO-CRN-20,broccoli,24,cases,B5554-86,2026-09-07T07:21:48+00:00
PACK-5555,PO-5555,Valley Mist,ROM-ICE-24,romaine,50,cases,R5555-93,2026-09-08T12:59:01+00:00
PACK-5556,PO-5556,North Fork Cold,STR-CLAM-12,strawberries,48,cases,S5556-11,2026-09-08T14:24:24+00:00
PACK-5557,PO-5557,Berry Grove Co,CRN-EAR-48,corn,16,cases,C5557-32,2026-09-12T15:14:26+00:00
PACK-5558,PO-5558,Harbor Greens 4,ASP-BCH-11,asparagus,24,cases,A5558-64,2026-09-12T15:32:28+00:00
PACK-5559,PO-5559,GreenLeaf Produce 3,AVO-CS-48,avocado,56,cases,A5559-76,2026-09-08T07:29:38+00:00
PACK-5560,PO-5560,Fresh Farms 5,AVO-CS-48,avocado,12,cases,A5560-81,2026-09-07T11:01:52+00:00
PACK-5561,PO-5561,Sierra Packing 6,AVO-CS-48,avocado,30,cases,A5561-46,2026-09-08T13:39:40+00:00
PACK-5562,PO-5562,CoolChain Farms 2,CAU-HD-12,cauliflower,50,cases,C5562-92,2026-09-09T10:44:18+00:00
PACK-5563,PO-5563,Fresh Farms,ONI-SK-50,onions,20,cases,O5563-60,2026-09-09T13:17:32+00:00
PACK-5564,PO-5564,Berry Grove Co,CAU-HD-12,cauliflower,50,cases,C5564-21,2026-09-08T10:58:01+00:00
PACK-5565,PO-5565,Sunridge Organics 5,ROM-ICE-24,romaine,24,cases,R5565-67,2026-09-08T13:02:41+00:00
PACK-5566,PO-5566,Harbor Greens 2,BLU-FLAT-12,blueberries,20,cases,B5566-58,2026-09-10T07:51:33+00:00
PACK-5567,PO-5567,Berry Grove Co,CUC-CTN-24,cucumbers,14,cases,C5567-28,2026-09-09T07:30:49+00:00
PACK-5568,PO-5568,High Desert Growers,LMN-CTN-40,lemons,30,cases,L5568-90,2026-09-07T13:12:03+00:00
PACK-5569,PO-5569,Red River Produce 6,SPI-BCH-24,spinach,50,cases,S5569-73,2026-09-07T14:48:08+00:00
PACK-5570,PO-5570,Fresh Farms,CAR-BAG-50,carrots,50,cases,C5570-68,2026-09-11T11:46:51+00:00
PACK-5571,PO-5571,GreenLeaf Produce 2,SPI-BCH-24,spinach,60,cases,S5571-36,2026-09-08T07:48:38+00:00
PACK-5572,PO-5572,Coastal Crisp 2,ROM-ICE-24,romaine,30,cases,R5572-52,2026-09-07T08:23:03+00:00
PACK-5572,PO-5572,Coastal Crisp 2,RAD-BCH-24,radish,12,cases,R5572-23,2026-09-07T08:23:03+00:00
PACK-5573,PO-5573,North Fork Cold 2,ONI-SK-50,onions,60,cases,O5573-32,2026-09-08T08:39:10+00:00
PACK-5574,PO-5574,Valley Mist,SPI-BCH-24,spinach,40,cases,S5574-58,2026-09-12T13:31:37+00:00
PACK-5574,PO-5574,Valley Mist,ZUC-CS-20,zucchini,48,cases,Z5574-80,2026-09-12T13:31:37+00:00
PACK-5575,PO-5575,Fresh Farms,AVO-CS-48,avocado,24,cases,A5575-99,2026-09-07T11:09:08+00:00
PACK-5576,PO-5576,Prairie Lot,ROM-ICE-24,romaine,30,cases,R5576-64,2026-09-07T07:37:06+00:00
PACK-5577,PO-5577,Sierra Packing,ROM-ICE-24,romaine,40,cases,R5577-73,2026-09-09T09:50:16+00:00
PACK-5578,PO-5578,Berry Grove Co,ROM-ICE-24,romaine,12,cases,R5578-69,2026-09-11T14:40:39+00:00
PACK-5579,PO-5579,Sunridge Organics 4,AVO-CS-48,avocado,32,cases,A5579-81,2026-09-10T08:08:47+00:00
PACK-5580,PO-5580,High Desert Growers 2,CAB-GRN-20,cabbage,30,cases,C5580-48,2026-09-11T08:56:00+00:00
PACK-5581,PO-5581,Fresh Farms,AVO-CS-48,avocado,12,cases,A5581-32,2026-09-09T09:53:49+00:00
PACK-5582,PO-5582,Harbor Greens 5,CAB-GRN-20,cabbage,20,cases,C5582-71,2026-09-07T14:14:21+00:00
PACK-5583,PO-5583,Blue Mesa Farms 4,ZUC-CS-20,zucchini,12,cases,Z5583-76,2026-09-07T11:03:57+00:00
PACK-5584,PO-5584,CoolChain Farms,BRO-CRN-20,broccoli,40,cases,B5584-55,2026-09-08T13:19:43+00:00
PACK-5584,PO-5584,CoolChain Farms,ROM-ICE-24,romaine,20,cases,R5584-45,2026-09-08T13:19:43+00:00
PACK-5585,PO-5585,Valley Mist 2,AVO-CS-48,avocado,16,cases,A5585-49,2026-09-11T10:01:24+00:00
PACK-5586,PO-5586,Fresh Farms,GBN-CTN-20,green beans,40,cases,G5586-67,2026-09-10T09:49:45+00:00
PACK-5586,PO-5586,Fresh Farms,SQU-YLW-20,squash,30,cases,S5586-37,2026-09-10T09:49:45+00:00
